y,x,z,k1,z2,z3,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100
3.058,-1.254,-1.254,1,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254,-1.254
-0.597,0.291,,0,-0.346941605,0.33878698,-1.205676711,-0.783004516,1.154086194,-1.103215651,-1.125987568,-1.336825128,0.933112514,-0.940386906,0.510917447,-1.717393996,-0.134414907,-0.721182707,0.872329373,-1.23752718,0.947392472,-1.139956254,-1.504983491,-0.680640104,-0.850926756,0.631688467,0.93048804,-1.057692727,0.802010381,-0.050760929,-0.605313801,2.157103002,0.950518182,1.282748906,-1.271963196,0.717927876,-1.085317328,0.73887962,0.127938021,-0.539800167,-0.373390139,-0.185417217,0.373981663,1.413658392,0.606707948,1.061170848,0.21834884,0.045118986,-0.947173249,0.154229668,0.851748227,0.519914438,0.538604806,-2.076663503,-0.469557656,0.119724206,-0.895451357,1.344469439,-0.056250623,-0.982749964,-2.456636782,-0.248298397,0.127165293,-0.112542973,-0.662324995,0.072416434,0.934418114,-1.219802415,0.566970112,0.323057812,-0.577684217,-0.369984917,-0.550399426,-0.570208466,0.773883358,1.093059305,-1.333875613,0.099600076,-2.209042002,-0.435529744,0.717139206,-0.058815902,-1.573989655,-0.306490944,0.795468005,0.156913287,-0.062690096,-0.214627596,-2.416583298,-0.139469714,-2.027102209,0.761304386,0.614452776,-0.690249915,-1.443293037,-1.945849484,-1.14290658,2.121736435,0.126395629,-1.222411863,1.159071738,-1.174570792,0.311116414,0.356833976,-2.163647217,-1.020748981
-2.696,-0.443,,0,-0.794622801,-0.942450524,-1.591858137,-1.310998157,0.129932245,-0.3740843,-1.45022193,-0.712671117,0.445170868,-0.275240035,-2.311068231,-1.707335183,-2.069467455,-2.823761945,-0.770118213,-0.267131667,-0.247070242,-0.363022464,-1.627725227,-0.558439595,-0.518700313,0.672308669,-0.529996621,-0.77985117,-1.469531262,-1.120343428,-0.090286359,-0.133287339,0.474875763,1.178637787,-1.074089748,-0.836581749,-1.203722519,-0.774316425,-0.192369553,-1.175710776,-1.092285605,0.488863935,-0.274885926,-1.918116175,-0.983807033,-2.540732808,0.610257122,-0.021900877,-0.58844221,-0.986700583,-1.162448042,-1.057850963,-0.666600044,-2.893669149,-1.882683411,-1.797563172,-0.844671764,-0.951009933,-1.405348027,-1.467536365,-0.360376178,-0.524293845,-1.460906868,-1.169247254,-0.728353928,-0.204605323,-0.407096638,-2.096859244,-0.56451963,-0.397915455,-1.274254184,-1.478480663,-0.63842847,0.45152431,0.000855724,0.284458772,-0.685018534,-1.067858714,0.272156392,-0.19557434,0.046253642,-1.193555445,-1.796799518,-0.65751656,0.360060123,-0.521349777,-0.407586777,-0.564532829,-0.528332934,-1.13546317,-2.798957849,-0.083482424,-0.081317381,0.389133957,-1.302705911,1.376825958,-0.338466593,-1.30686596,-1.822773899,-1.14530612,0.493432149,-0.263988704,-1.441665516,-0.43054189,-0.342881293,-2.138757997
-2.69,0.001,,0,-0.793343103,-1.02099361,-0.608526156,-0.529727809,-2.56270272,-2.322640046,-2.520748435,-1.924523039,-0.31799013,-1.514355489,-0.703601481,0.75039965,-0.524614696,0.124785181,-0.281067418,-0.219760105,-0.507838239,0.793031785,-0.302647661,0.835171633,-1.250960155,-1.704119123,-0.986948171,-1.155396348,-0.967372229,0.279227319,-1.064700073,-0.409651241,-1.578702849,-0.138126488,0.314673173,-0.739596128,0.374151456,-1.181954113,-0.81965596,-2.451048582,-0.03009749,-0.73589044,1.585935033,-0.846966839,-0.029804082,0.400023772,0.260929063,-2.467229341,0.113297866,0.034977615,-0.262619329,0.382551563,-0.51503662,-1.203614317,-0.891795722,-0.86524614,-0.568323912,-0.959392998,-1.219749932,-0.997927893,-1.160030301,0.050965282,-0.648870612,-0.210353927,-1.24051338,-0.412447342,-0.261743776,2.194324417,-1.317370576,-1.444272738,0.773249561,-0.312295299,-0.112619538,-0.585839283,-2.304818535,-0.490742711,0.963237799,-0.555770723,-0.145006851,0.291098713,-2.272943232,-0.749738659,-1.410310647,0.450297918,-0.654218127,-0.667188498,-1.072187634,-2.38099127,1.460937085,0.272738218,-2.567520308,-1.862178387,-1.509048503,-0.311609931,-0.830206141,-2.498993968,-2.175264111,-0.743875524,-0.443309136,0.338986888,1.235333062,-2.21967155,-0.411084661,-0.152113143,-0.152342563,-0.613215095
2.193,0.074,0.074,1,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074
0.231,-0.59,-0.59,1,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59,-0.59
1.918,-0.569,-0.569,1,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569,-0.569
0.57,-0.135,-0.135,1,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135,-0.135
3.082,1.178,1.178,1,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178,1.178
-0.228,-1.524,,0,-0.268240146,0.357995305,1.781305604,-0.102775609,-0.122835336,-0.109493178,-0.400175028,0.132346966,-0.471288013,-0.367715987,-0.895975396,-0.515332006,0.50826159,0.166130228,-0.808422953,-0.801306952,1.022860343,-1.134111499,-1.742842012,-0.514738634,-2.658270801,-0.736376992,0.280160755,-0.238668415,-0.899690061,-0.226080225,-0.779996843,-1.900092535,-0.579507368,-0.742794444,-0.648581474,0.074208574,0.631719985,-0.801019867,0.543442636,-1.451099502,0.346845511,-0.504551204,-0.999598859,-0.323674476,-0.3450482,0.233349678,-0.480666933,-0.119485031,0.892254465,0.036339423,-1.157539288,-1.315289906,0.534615669,-1.846536825,0.067856605,-0.510996075,-1.115418825,1.399715033,-0.147649872,0.760154927,-0.549362176,1.932491733,0.009655735,-0.583694416,1.61686355,1.059113185,-0.630801081,-0.96278952,0.306456526,-0.100832816,-0.326582834,-1.186960521,0.148232059,-1.116373654,1.368018968,0.038014099,0.383030726,0.088043956,-1.87549976,-0.990348356,-0.65943111,-0.635718238,-0.251583059,-0.96363767,-0.241498043,0.125607669,-1.244847991,-0.764505887,-0.80868322,-0.224053338,0.063734513,-0.395027408,-0.28844523,0.115982213,-0.16257035,-0.443167785,-0.151255639,0.511332118,-0.695141841,-0.275293884,-0.367291461,-1.264069108,-0.610812213,0.908030695,-1.227637601,0.164949175
1.7,0.594,0.594,1,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.594
0.12,0.333,,0,-0.194017632,0.306155321,-0.700066502,-1.526596802,-1.169041239,-0.562029385,-0.11391867,-2.227903744,-1.442970534,1.454769035,-1.506366414,-0.072833934,-0.457872549,-0.21342125,0.344470101,0.190719799,-0.073743977,0.088001962,-0.502568133,0.150391884,-0.877058171,-0.690717285,0.928264801,-0.641222512,-0.275705188,-0.598745153,-0.933265484,-1.14106096,-1.149505785,-0.689192212,0.174735989,0.562732013,-0.691577967,1.22186812,0.428706561,-0.522886178,-1.075364812,0.654679724,0.147955374,-0.853254537,-1.575583588,-1.229727637,-0.088899851,-0.170842,0.995053072,1.462884826,-1.694133513,1.227206293,0.476992144,1.835591422,0.264174026,-2.538066831,0.674080838,-0.084292983,-0.654443394,0.202675697,0.237761559,-1.788046741,-0.104714816,-1.736376041,-0.766335572,-0.688835654,1.306051629,-0.360821641,-0.846730772,1.919806944,0.197442206,-2.511910158,-0.86924416,-0.238503267,1.02105557,-1.380201286,-0.570725127,-0.809397546,-0.554565591,-1.54264531,-1.318077567,0.11348625,-1.53346187,0.641643934,-0.461888851,-2.15826175,-0.224117153,-0.081070268,-1.497388491,0.31178509,1.010247986,0.344450913,-0.27246481,-0.105691298,-0.803007333,-0.18802832,-0.103880602,0.246903662,-0.927958212,-0.977355717,0.736605923,-0.691719198,-0.842744913,0.402890542,-0.048530094,-0.829319754
4.693,1.063,1.063,1,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063,1.063
-0.146,-0.304,-0.304,1,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304,-0.304
2.741,0.37,0.37,1,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
1.623,0.267,0.267,1,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267,0.267
3.966,-0.543,-0.543,1,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543,-0.543
3.751,1.208,1.208,1,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208,1.208
1.601,1.16,1.16,1,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16,1.16
1.752,0.7,,0,0.154060364,-0.464800323,-0.280958371,-0.554435405,-1.475910588,1.231856528,0.509015415,2.692884196,-0.727389644,1.730204129,0.877723572,0.37798245,-2.530389132,-1.000980305,-0.298910962,0.921005958,-0.452860594,0.578944682,-0.266417106,0.901720091,-0.100356613,-0.626047607,1.010309881,-0.367536993,-0.109761744,-1.156124389,0.340494444,1.19570788,-1.137780497,-1.646484545,0.136488802,0.506684443,0.410285976,0.348493483,0.699637409,-0.847226629,-1.126300527,1.163298973,0.24565583,0.48241224,0.245221202,-1.196253275,1.157939909,-0.470349404,-0.051776959,1.42484583,1.737120235,0.511196252,-1.061737838,1.274704799,-0.487137159,1.577047667,0.902395913,-0.840298058,0.872494449,0.094130944,-0.546243414,0.355262846,1.970289442,-0.121313064,0.346291473,0.190702946,0.125238694,1.189548003,-0.766325369,0.254075479,-0.78487053,1.517612272,0.823753202,-0.443491633,-0.360463897,1.377026974,-0.463137165,-0.324678591,-0.535911639,0.135354072,0.668198764,0.258546226,0.208602791,-0.037557727,-0.290544189,0.14729322,-0.045478768,-0.937109184,1.175838805,-0.558060709,-0.856674263,-0.281565138,0.976470344,-1.565183776,-0.135963968,0.345546652,-0.153066102,1.209195505,-0.388376433,0.348463317,-1.054761824,0.541593505,-0.72562943,1.434463933,1.257714985,-0.328751283
2.495,1.587,1.587,1,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587,1.587
-2.568,0.558,0.558,1,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558,0.558
2.99,-1.277,-1.277,1,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277,-1.277
2.497,-0.573,-0.573,1,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573,-0.573
-1.881,-1.225,,0,-0.620797086,-1.256495553,-2.28835209,0.605176579,-1.735298476,0.787570296,0.52020841,-0.385221409,-1.612139062,1.431541886,-0.425482885,0.667486145,-0.520730802,-1.094318275,-0.445921191,-0.536597487,-0.857037773,1.541575965,-0.782865662,-0.56328606,-3.127126825,-0.970199417,-2.348038679,0.058841969,0.285898609,-0.736255471,0.990481097,0.10990481,-1.331144145,-0.186192082,-1.300408263,-1.568075684,0.22926515,0.041600537,-0.433490081,-0.008025218,-0.798794348,0.157094513,-1.680814353,0.805982927,0.778822724,-0.726658659,0.206481102,-0.626935959,-0.594900555,0.164441771,-1.190671342,-1.386566675,-1.775759774,0.586928105,-0.050087692,-0.666281711,-0.909016727,-1.879180867,-0.101032877,0.604675967,0.494535359,0.489374595,-0.242495776,0.938091472,-0.190799891,0.795727425,-0.787571456,0.811256401,-0.938266891,-1.002949322,-0.177218037,-0.9179897,-1.356165381,0.033892747,0.021355141,0.197864445,-0.012437332,0.700665343,0.53107005,0.39079258,1.652447875,0.065826051,1.254857178,-0.848723676,0.239018048,-0.410786142,-0.336181726,-0.904216982,-1.440821997,-0.687523275,-1.44213532,0.098975009,-1.074134727,-1.422620106,0.549290687,-1.961234027,-1.155532543,-0.216527777,-0.512179892,-1.664695616,0.121056878,0.243285138,-0.861920619,0.293359049,-1.040714268,-0.614786881
